날짜-시간,이벤트유형,장비/상세,원본메시지
2025-04-17-07-23,ERROR,4ABLD111 Error 발생하여 -> CLOSE,"4ABLD111호기 Error 발생하여 4,7F AI Close 했습니다."
2025-04-17-07-46,ERROR,4ABLD111 -> OPEN,"4ABLD111호기 Error 조치 완료되어 AI47 제외하고 4,7F AI Open 했습니다."
2025-04-17-09-57,ERROR,4ABLD111 -> OPEN,4ABLD111 AI47 Error 조치 완료 되어 Open 했습니다.
2025-04-17-11-05,ERROR,4ABLD111 Error 발생하여 -> CLOSE,"4ABLD111호기 Error 발생하여 4,7F AI Close 했습니다."
2025-04-17-11-59,ERROR,4ABLD111 -> OPEN,"4ABLD111호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다"
2025-04-18-03-17,ERROR,Error 발생으로,Bridge Hub OHT Error 발생으로 인한 반송 Delay 발생 할 수 있습니다.
2025-04-18-03-36,ERROR,Error 발생으로,"Bridge Hub OHT Error 발생으로 인한 반송 Delay 발생 할 수 있습니다. (신우진,이천AMHS운영/TL,2025-04-18 03:17:34) ┖ Error Clear 되어 정체 해소 중입니다."
2025-04-18-05-12,ERROR,4AFC3201,안녕하세요 4AFC3201 LD Error 로 인해 LD 교체 작업 진행예정입니다. (1시간 30분 예상) Down Port 3개 있으며 작업간 OHT 간섭될수있어 Rail 2개 HT-STOP 진행하겠습니다. - 4AFC3201A_OUT85 - 4AFC3201A_OUT86 - 4AFC3201A_OUT87
2025-04-18-09-50,ERROR,4AFC3201 Error 발생으로,4AFC3201A_IN80~85 LD Error 발생으로 해당 Port disable 하였습니다.
2025-04-18-09-56,ERROR,4AFC3201 Error 발생으로,"4AFC3201A_IN80~85 LD Error 발생으로 해당 Port disable 하였습니다. (윤영찬,이천AMHS운영/TL,2025-04-18 09:50:11) ┖ ERROR 조치 되어 OPEN 했습니다."
2025-04-18-11-21,ERROR,Error 발생으로,"Bridge Hub OHT Error 발생으로 인한 반송 Delay 발생 할 수 있습니다. (신우진,이천AMHS운영/TL,2025-04-18 03:17:34) ┖ 이때"
2025-04-18-11-23,ERROR,4AFC3201,4AFC3201 A_OUT88 포트에서 Error 였던것으로 확인했습니다
2025-04-18-11-23,ERROR,4AFC3201 Error 발생으로,"Bridge Hub OHT Error 발생으로 인한 반송 Delay 발생 할 수 있습니다. (신우진,이천AMHS운영/TL,2025-04-18 03:17:34) ┖ 당시 4AFC3201A_OUT88에서 Foup이 정위치보다 앞으로 나와있어 Error 발생하였습니다."
2025-04-18-12-43,ERROR,4AFC3201,"4AFC3201 A_OUT88 포트에서 Error 였던것으로 확인했습니다 (조순완,이천AMHS운영/TL,2025-04-18 11:23:03) ┖ 네.. 제가 착각했습니다."
2025-04-18-14-13,ERROR,4AFC3201,4AFC3201 TCM504 Error로 14->16 전체 Input Port 차단했습니다.
2025-04-23-01-13,ERROR,4ABLD132 -> CLOSE,"안녕하세요 4ABLD132 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다"
2025-04-23-01-41,ERROR,4ABLD132 -> OPEN,"4ABLD132 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-04-23-02-16,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"4ABLD131 호기 Error 발생으로 4F, 7F AI CLOSE 하겠습니다."
2025-04-23-02-16,ERROR,4ABLD131 -> OPEN,"4ABLD131 호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-04-23-12-51,ERROR,4ABLD132 -> CLOSE,"안녕하세요 4ABLD132 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다"
2025-04-23-13-21,ERROR,4ABLD132 -> OPEN,"4ABLD132 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-04-24-05-16,ERROR,4ABLD122 -> CLOSE,"4ABLD122 호기 ERROR 발생하여 4F, 7F AI CLOSE 했습니다."
2025-04-24-05-35,ERROR,4ABLD122 -> OPEN,"4ABLD122 ERROR 조치완료되어 4F,7F AI OPEN 했습니다."
2025-04-24-09-47,CLOSE,4ABLD132,"안녕하세요  4ABLD132 기존 Err 관련 불합리 검토 & 점검 작업으로 4F,7F AI Port Close 하겠습니다."
2025-04-24-10-29,OPEN,4ABLD132,"4ABLD132 점검 완료 후 4F,7F AI Open 하였습니다."
2025-04-24-10-39,CLOSE,4ABLD112,"4ABLD112 기존 Err 관련 불합리 검토 & 점검 작업으로 4F,7F AI Port Close 하겠습니다."
2025-04-24-10-58,OPEN,4ABLD112,"4ABLD112 점검 완료 후 4F,7F AI Open 하였습니다."
2025-04-24-13-36,ERROR,6ABL0112 -> CLOSE,"6ABL0112 Error로 2F, 3F, 6F AI CLOSE 했습니다."
2025-04-24-13-53,ERROR,6ABL0112 -> OPEN,"6ABL0112 Error Clear되어 2F, 3F, 6F AI OPEN 했습니다."
2025-04-24-14-10,ERROR,6ABL6011 -> CLOSE,"6ABL6011 Error로 3F, 6F AI CLOSE 했습니다."
2025-04-24-14-57,ERROR,6ABL6011 -> OPEN,"6ABL6011 Error Clear 되어 3F, 6F AI OPEN 했습니다."
2025-04-24-16-26,ERROR,,M14 Hub Room 쪽에서 OHT Error로 조치 중 입니다.
2025-04-24-17-37,CLOSE,4ABLD122,4ABLD122_7F Auto In Que 몰림 현상으로 Port Close 조치하였습니다.
2025-04-24-19-01,OPEN,4ABLD122,4ABLD122 AUTO INPORT Open 했습니다.
2025-04-25-12-33,ERROR,4AFC3301 Error 발생하여,"안녕하세요 4AFC3301 Error 발생하여 A_IN85~88, 80~84 Disable 하겠습니다"
2025-04-25-12-54,ERROR,4AFC3301 Error 발생하여,안녕하세요 4AFC3301 Error 발생하여 현상 확인을 위해 HUB ROOM HT-STOP 진행하겠습니다. 5분 이내일 것으로 예상하나 추가로 필요할시 공지하겠습니다.
2025-04-25-12-58,ERROR,4AFC3301 Error 발생하여,"안녕하세요 4AFC3301 Error 발생하여 A_IN85~88, 80~84 Disable 하겠습니다 (양영석,이천AMHS운영/TL,2025-04-25 12:33:38) ┖ 4AFC3301 A_IN80~84 Open 하겠습니다."
2025-04-25-13-26,OPEN,,ST.2109→2563 숏컷구간 레일 오픈했습니다.
2025-04-25-19-46,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122호기 Error 발생하여 4F,7F AI CLOSE 했습니다."
2025-04-25-20-06,ERROR,4ABLD122 -> OPEN,"4ABLD122호기 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-04-26-18-35,ERROR,4ABLD112 Error 발생하여 -> CLOSE,"4ABLD112 Error 발생하여 4,7F AI Close 했습니다"
2025-04-26-18-39,ERROR,4ABLD112 -> OPEN,"4ABLD112 Error 조치 완료되어 4,7F AI Open 했습니다"
2025-04-26-19-02,ERROR,4ABLD131 Error발생하여 -> CLOSE,4ABLD131 Error발생하여 4F/7F AI Close했습니다.
2025-04-26-19-13,ERROR,4ABLD131 -> OPEN,4ABLD131 Error 조치되어 4F/7F AI Open했습니다.
2025-04-26-21-41,ERROR,4ABLD132 Error 발생하여 -> CLOSE,"4ABLD132 Error 발생하여 4,7F AI Close 했습니다."
2025-04-26-21-55,ERROR,4ABLD132 -> OPEN,"4ABLD132 Error 조치되어 4,7F AI Open 했습니다."
2025-04-26-23-36,ERROR,4ABLD112 Error 발생되어 -> CLOSE,"4ABLD112호기 Error 발생되어 4, 7F AI Close했습니다"
2025-04-26-23-57,ERROR,4ABLD112 -> OPEN,"4ABLD112호기 Error조치되어 4, 7F AI Open했습니다"
2025-04-27-00-40,ERROR,4ABLD112 Error 발생되어 -> CLOSE,"4ABLD112호기 Error 발생되어 4, 7F AI Close했습니다."
2025-04-27-01-04,OPEN,,D112호기 포트 하나 문제로 A_IN77 제외 후 오픈 했습니다. 수고하세요.
2025-04-28-07-14,ERROR,4AFC3301,{{@정호석::9788}} TL 님 안녕하세요 4AFC3301(북측 Conveyor) M16->M14 A_IN 80~84 Port 쪽 Error 로 인해 LD 교체 작업이 필요 합니다. 해당 구간이 OHT 집중 되는 구간이라 해당 시간 OFS 2차수로 변경 운용 요청 드립니다. 일시 : 4/28(월) 9:30~10:00 Error 구간  : 4AFC3301(북측 Conveyor) M16->M14 A_IN 80~84 작업 내용 : Lost Alarm 관련 LD 교체 작업  / HUB ROOM 內 HT-STOP 작업 필요
2025-04-28-15-00,ERROR,6ABL0112 Error 발생으로,"안녕하세요 M16A 6ABL0112 Error 발생으로 3F,6F AI BANNED T 변경했습니다."
2025-04-28-16-55,ERROR,6ABL0112 Error 발생으로,"안녕하세요 M16A 6ABL0112 Error 발생으로 3F,6F AI BANNED T 변경했습니다. (최지호,이천AMHS운영/TL,2025-04-28 15:00:31) ┖ PORT OPEN 했습니다."
2025-04-28-19-44,ERROR,6ABL6031 Error 발생으로,"안녕하세요 M16A 6ABL6031 Error 발생으로 3F,6F AI BANNED T 변경했습니다."
2025-04-29-09-37,ERROR,6ABL0112 Error 발생,6ABL0112 Error 발생 대응 작업으로 Input port 차단했습니다.
2025-04-29-14-00,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"4ABLD122 호기 Error 발생으로 4F, 7F AI CLOSE 했습니다"
2025-04-29-14-39,ERROR,4ABLD122 -> OPEN,"4ABLD122 호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다"
2025-04-30-09-14,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122 Error 발생하여 4F, 7F AI CLOSE 했습니다."
2025-04-30-09-19,ERROR,4ABLD122 -> OPEN,"4ABLD122 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-04-30-13-04,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"4ABLD131 호기 Error 발생으로 4F, 7F AI CLOSE 했습니다."
2025-04-30-13-13,ERROR,4ABLD131 -> OPEN,"4ABLD131호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-04-30-15-38,ERROR,4ABLD112 Error 발생으로 -> CLOSE,4ABLD112 호기 Error 발생으로 AI Close 했습니다.
2025-04-30-17-22,OPEN,4ABLD112,4ABLD112호기 조치 완료되어 AI Open 했습니다.
2025-05-01-03-31,CLOSE,6ABL6032,M16A 6ABL6032 AO313 주행 Motor Cable 확인 작업으로 AI CLOSE 하겠습니다.
2025-05-02-11-46,ERROR,4ABLD112 -> CLOSE,"4ABLD112 ERROR 발생으로 4F,7F AI CLOSE 하겠습니다"
2025-05-02-12-09,ERROR,4ABLD112 -> OPEN,"4ABLD112 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-05-02-17-21,ERROR,4ABLD121 -> CLOSE,"4ABLD121 호기 ERROR 발생으로 4F, 7F AI PORT CLOSE 했습니다."
2025-05-02-17-55,OPEN,4ABLD121,4ABLD121호기 AI Port open 했습니다.
2025-05-02-18-35,ERROR,4ABLD121 -> CLOSE,4ABLD121호기 에러발생으로 AI Close 했습니다.
2025-05-02-18-55,OPEN,4ABLD121,4ABLD121호기 AI Port open 했습니다.
2025-05-03-04-51,ERROR,6ABL0121 Error 발생,6ABL0121 AO623 Error 발생 대응 작업으로 Input port 차단했습니다.
2025-05-03-04-59,ERROR,6ABL0121 -> OPEN,6ABL0121 AO623 Error 조치 완료되어 AI Port Open 했습니다.
2025-05-04-13-01,ERROR,4ABLD112 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD112호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-05-04-13-07,OPEN,4ABLD112,4ABLD112호기 AO45 Conv Motor 불량으로 한 개소 제외한 나머지 4F/7F AI Port Open 하였습니다.
2025-05-04-16-04,ERROR,6ABL6012 -> CLOSE,"6ABL6012 Error로 3F, 6F AI Close 했습니다."
2025-05-04-16-22,OPEN,6ABL6012,"6ABL6012 AI611 제외 3F, 6F AI Open 했습니다."
2025-05-04-17-11,OPEN,6ABL6012,6ABL6012 AI611 Open 완료했습니다.
2025-05-06-08-16,ERROR,Error 발생으로,Bridge OHT Error 발생으로 조치 중입니다. 정체 발생 할 수 있으니 참고 부탁드립니다.
2025-05-06-08-32,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 조치 중입니다. 정체 발생 할 수 있으니 참고 부탁드립니다. (박성연,이천AMHS운영/TL,2025-05-06 08:16:10) ┖ 조치되었습니다"
2025-05-06-10-30,ERROR,4AFC3201 Error 발생으로,4AFC3201 Zone60611 Communication Error 발생으로 현재 조치중입니다. (M14A->M16E 방향)
2025-05-06-10-34,ERROR,,Error Clear 불가 관련 LD 교체예정이며 작업시간은 30분~1시간 정도 예상됩니다.
2025-05-06-11-07,ERROR,4AFC3201,4AFC3201 LD 교체 후 Error Clear 되었습니다.
2025-05-06-11-27,ERROR,4AFC3301,4AFC3301  error 발생 정체로  A_IN80~89 MCS상 outservice 변경하였습니다
2025-05-06-11-49,ERROR,4AFC3301,4AFC3301 error clear되어  A_IN80~89  inservice 변경하였습니다
2025-05-06-23-56,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122 Error 발생하여 4,7F AI Close 했습니다."
2025-05-07-00-09,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치되어 4,7F AI Open 했습니다."
2025-05-07-03-50,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122 Error 발생하여 4,7F AI Close 했습니다."
2025-05-07-04-07,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치되어 4,7F AI Open 했습니다."
2025-05-07-08-58,CLOSE,4ABLD121,"4ABLD121 4,7F AI Close 했습니다."
2025-05-07-10-06,CLOSE,4ABLD122,"4ABLD122 4,7F AI Close 및 작업 시작 하겠습니다."
2025-05-07-11-27,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치되어 4,7F AI Open 했습니다."
2025-05-07-12-02,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치되어 4,7F AI Open 했습니다. 가동중입니다."
2025-05-07-13-23,ERROR,4AFC3201 Error 발생,4AFC3201 Zone50810 Error 발생 관련 A_IN80~85 구간 Down 진행하였습니다.
2025-05-07-13-38,ERROR,4AFC3201 Error 발생,4AFC3201 Zone50810 Error 발생 관련 HUB Room 상부작업 (HT-STOP)이 필요합니다. 1차적으로 Foup 위치이동 (HT-STOP 30초)후 Clear 되지 않을시 2차적으로 Foup 제거(HT-STOP 1분)가 필요합니다. M14A에서 HUB Room HT-STOP 진행해도 될까요??
2025-05-07-14-01,ERROR,,ERROR 조치완료로 HT-STOP 해제 하겠습니다
2025-05-07-14-06,ERROR,4AFC3201,{{@이정원::126514}} TL 님 4AFC3201 Error 관련 4AFC3301 MAX CAPA 임시 상향건 원복 했습니다.
2025-05-07-14-08,OPEN,4AFC3201,4AFC3201 A_IN80~85 구간 Open하였습니다.
2025-05-08-13-18,OPEN,4ABLD112,4ABLD112호기 작업 완료되어 4F/7F AI Port Open 하였습니다.
2025-05-08-15-14,CLOSE,4ABLD131,"4ABLD131호기 4F, 7F AI CLOSE 했습니다."
2025-05-08-16-24,OPEN,4ABLD131,"4ABLD131호기 작업 완료되어 4F, 7F AI OPEN 했습니다."
2025-05-10-11-21,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122 Error 발생하여 4,7F AI Close 했습니다."
2025-05-10-11-28,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치되어 4,7F AI Open 했습니다."
2025-05-10-16-05,ERROR,4ABLD131 -> CLOSE,"4ABLD131 ERROR 발생하여 4F, 7F AI CLOSE 했습니다"
2025-05-10-16-11,ERROR,4ABLD131 -> OPEN,"4ABLD131 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-05-11-21-28,ERROR,4ABLD131 Error 발생하여 -> CLOSE,"4ABLD131 Error 발생하여 4F, 7F AI CLOSE 했습니다."
2025-05-11-21-46,ERROR,4ABLD131 -> OPEN,"4ABLD131 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-05-12-00-58,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122 Error 발생하여 4F, 7F AI CLOSE 했습니다."
2025-05-12-01-08,ERROR,4ABLD122 -> OPEN,"4ABLD122 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-05-12-14-20,ERROR,4ABLD112,5/13 (화) 09:00~17:00 4ABLD112 호기 Lifter 풉 감지 센서 에러 다발하여 작업이 필요하여 1대 down 작업 예정입니다
2025-05-12-15-15,ERROR,4ABLD132,"4ABLD132 ERROR 4F,7F AI 차단 하겠습니다."
2025-05-12-15-15,ERROR,4ABLD132 Error발생으로 -> CLOSE,4ABLD132호기 Error발생으로 AI Close하겠습니다
2025-05-12-15-19,ERROR,4ABLD132 -> OPEN,4ABLD132호기 Error조치 완료되어 AI Open 했습니다
2025-05-12-15-31,CLOSE,4ABLD112,4ABLD112호기 RM/Conv 장비 점검으로  AI Port Close 하겠습니다
2025-05-12-16-13,ERROR,Error발생하여,현재 OHT Error발생하여 조치중입니다.
2025-05-12-16-35,OPEN,4ABLD112,4ABLD112호기 점검 완료되어 AI Port Open 하였습니다.
2025-05-12-16-40,ERROR,Error발생하여,"현재 OHT Error발생하여 조치중입니다. (김현진,이천AMHS운영/TL,2025-05-12 16:13:25) ┖ 조치 완료 되었습니다"
2025-05-13-08-59,CLOSE,4ABLD112,"4ABLD112호기 작업 시작하겠습니다. 4,7F AI Close 하겠습니다."
2025-05-13-16-51,OPEN,4ABLD112,4ABLD112호기 작업 완료되어 4F/7F AI Port Open 하였습니다. 수고하세요.
2025-05-14-08-02,CLOSE,4ABLD131,"4ABLD131호기 M14-M16 Hubroom Conv Port 확장 작업 관련 AI43,AI75 Close 했습니다."
2025-05-14-13-02,OPEN,4ABLD131,"4ABLD131_AI43, AI75 Open했습니다."
2025-05-15-10-44,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD132호기 Error 발생으로 인하여 4F, 7F AI Close하였습니다."
2025-05-15-10-54,OPEN,4ABLD132,"조치완료되어 4ABLD132호기 4F, 7F AI Open 하였습니다."
2025-05-16-12-52,ERROR,4ABLD111 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD111호기 Error 발생으로 인하여 4F, 7F AI Close하였습니다."
2025-05-16-13-13,OPEN,4ABLD111,"조치완료되어 4ABLD111호기 4F, 7F AI Open 하였습니다."
2025-05-18-19-38,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122 Error 발생하여 4,7F AI Close 했습니다."
2025-05-18-19-44,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치 완료되어 4,7F AI Open 했습니다."
2025-05-19-04-11,ERROR,4ABLD122 -> CLOSE,"4ABLD122호기 ERROR 발생하어 4F, 7F AI CLOSE 했습니다."
2025-05-19-04-19,ERROR,4ABLD122 -> OPEN,"4ABLD122호기 ERROR 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-05-19-07-18,ERROR,,해당 시간 M16 → M14로 반송되는 반송큐 증가로 인해 반송타임 늘어난 것으로 추정됩니다. Bridge OHT Error는 없었습니다.
2025-05-20-07-17,ERROR,4ABLD112,"4ABLD112호기 ERROR 발생으로 4F, 7F INPUT PORT 차단 했습니다."
2025-05-20-07-20,CLOSE,4ABLD131,"안녕하세요 4ABLD131호기 M14-M16 Hubroom Conv Port 확장 작업 관련 AI43,AI75 Close 했습니다."
2025-05-20-07-28,OPEN,4ABLD112,"4ABLD112호기 조치 완료되어 4F,7F INPUT PORT OPEN 했습니다."
2025-05-20-13-01,OPEN,4ABLD131,안녕하세요 4ABLD131호기 Open 하였습니다.
2025-05-20-18-58,ERROR,6ABL0111 Error 발생,"안녕하세요 M16A 6ABL0111,6ABL0112,6ABL0121,6ABL0122 구역 Upper Rail OHT Driver Error 발생 및 처리중으로 반송 Delay 에 참고 부탁드립니다."
2025-05-20-19-56,ERROR,-> OPEN,Error Clear 및 Rail Open 하겠습니다.
2025-05-21-03-23,ERROR,Error 발생으로,Bridge OHT Error 발생으로 조치 중입니다. 정체 발생 할 수 있으니 참고 부탁드립니다.
2025-05-21-03-33,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 조치 중입니다. 정체 발생 할 수 있으니 참고 부탁드립니다. (박성연,이천AMHS운영/TL,2025-05-21 03:23:48) ┖ Error조치 되었습니다"
2025-05-21-09-00,ERROR,4ABLD122 Error 발생으로 -> CLOSE,4ABLD122호기 Error 발생으로 AI Close 하겠습니다.
2025-05-21-14-00,ERROR,4AFC3301 Error 발생하여,안녕하세요 4AFC3301 Conv Lift02쪽 LD Error 발생하여 Offline 상태입니다 4AFC3301 A_OUT85~89 PORT 반송 불가하니 참고 바랍니다. (4AFC3301A_OUT80~84 사용가능)
2025-05-22-09-01,CLOSE,4ABLD132,"안녕하세요 4ABLD132 호기 불합리 발견으로 인한 조치관련 4F,7F AI CLOSE 하겠습니다."
2025-05-22-15-04,OPEN,4ABLD132,"안녕하세요, 4ABLD132 4,7F AI Open 하겠습니다."
2025-05-22-17-04,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122 Error 발생하여 4,7F AI Close 하겠습니다."
2025-05-22-17-35,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치되어 4,7F AI Open 했습니다."
2025-05-22-19-29,ERROR,4ABLD111 Error 발생하여 -> CLOSE,"4ABLD111 Error 발생하여 4,7F AI Close 하겠습니다."
2025-05-22-19-38,ERROR,4ABLD111 -> OPEN,"4ABLD111 Error 조치되어 4,7F AI Open 하겠습니다."
2025-05-23-15-30,ERROR,4ABLD112 -> CLOSE,"4ABLD112 ERROR 발생하여 4,7F AI CLOSE 하겠습니다."
2025-05-23-15-40,ERROR,4ABLD112 -> OPEN,"4ABLD112 Error 조치 되어  4,7F AI Open 했습니다."
2025-05-23-15-45,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"4ABLD122 Error 발생하여 4,7F AI Close 하겠습니다."
2025-05-23-15-48,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치 되어  4,7F AI Open 했습니다."
2025-05-23-15-55,ERROR,4ABLD132 Error 발생하여 -> CLOSE,"4ABLD132 Error 발생하여 4,7F AI Close 하겠습니다."
2025-05-23-15-59,ERROR,4ABLD132 -> OPEN,"4ABLD132 Error 조치 되어  4,7F AI Open 했습니다."
2025-05-25-12-49,ERROR,4ABLD121 -> CLOSE,"4ABLD121호기 ERROR 발생으로 4F, 7F AI CLOSE 했습니다."
2025-05-25-13-28,ERROR,4ABLD121 -> OPEN,"4ABLD121 호기 ERROR 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-05-26-05-12,ERROR,4ABLD111 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD111호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-05-26-05-35,ERROR,4ABLD111 -> OPEN,4ABLD111호기 Error 조최 완료되어 4F/7F AI Port Open 하였습니다.
2025-05-26-09-53,ERROR,6ABL6031 Error 발생으로 -> CLOSE,6ABL6031 Error 발생으로 AI Port Close 했습니다
2025-05-26-10-11,ERROR,6ABL6031 -> OPEN,6ABL6031 Error 조치 후 AI Port Open 했습니다
2025-05-26-14-07,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 호기 Error 발생으로 4F, 7F AI Port Close 했습니다."
2025-05-26-14-21,ERROR,4ABLD132 -> OPEN,"4ABLD132 호기 ERROR 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-05-27-08-34,ERROR,,안녕하세요 {{@진호섭::9749}} TL님  {{@정휘태::11678}} TL님 불합리 Error가 있어서 개선이 필요하여 작업 진행하도록 하겠습니다.
2025-05-27-09-56,CLOSE,4ABLD111,"안녕하세요 4ABLD111 호기 불합리 개선작업 관련 4F,7F AI CLOSE 하겠습니다."
2025-05-27-15-02,OPEN,,작업 완료되어 AI Open 했습니다.
2025-05-27-20-41,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD122 호기 Error 발생으로 4F, 7F AI Port Close 했습니다."
2025-05-27-20-43,OPEN,6ABL6032,작업 완료되어 ZT 3-2호기 Auto Up 했습니다. ※ 6ABL6032 AO313은 록타이트 경화 후 명일 Open 예정.
2025-05-27-20-47,ERROR,4ABLD122 -> OPEN,"4ABLD122 호기 ERROR 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-05-27-21-26,ERROR,6ABL0122 Error 발생해 -> CLOSE,"6ABL0122 M16A ZT 5-2호기 Error 발생해 2F, 3F, 6F AI Close 했습니다."
2025-05-27-21-42,ERROR,6ABL0122 -> OPEN,"6ABL0122 M16A ZT 5-2호기 Error 조치 완료되어 2F, 3F, 6F AI Open했습니다."
2025-05-28-06-03,ERROR,4ABLD131 Error 발생하여 -> CLOSE,"4ABLD131 Error 발생하여 4,7F AI Close 했습니다."
